"Beer Style",Taste Review
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",2.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",2.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",5.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",1.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",1.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",2.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",2.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",3.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",2.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",3.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",2.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",3.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",3.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",2.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.5
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",3.5
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",2.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.0
"Baltic Porter",4.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",5.0
"Baltic Porter",3.5
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.0
"Baltic Porter",4.5
"Baltic Porter",4.5
"Baltic Porter",4.0
"Euro Pale Lager",3.5
"German Pilsener",2.0
"German Pilsener",2.5
"German Pilsener",1.0
"German Pilsener",2.5
"Hefeweizen",3.0
"Hefeweizen",3.0
"American Pale Ale (APA)",3.0
"Altbier",4.0
"English Bitter",4.5
"English Pale Ale",4.5
"English Pale Ale",4.5
"American Pale Lager",4.5
"American Pale Lager",3.0
"American Pale Lager",2.5
"American Pale Lager",2.5
"American Pale Lager",4.0
"American Pale Lager",4.0
"American Pale Lager",4.0
"American Pale Lager",3.0
"American Pale Lager",2.5
"American Pale Lager",3.5
"American Pale Lager",3.0
"American Pale Lager",3.5
"American Pale Lager",3.5
"American Pale Lager",3.0
"American Pale Lager",2.5
"American Pale Lager",4.0
"American Pale Lager",2.5
"American Pale Lager",2.5
"American Pale Lager",3.5
"American Pale Lager",3.5
"American Pale Lager",3.5
"American Pale Lager",3.5
"American Pale Lager",3.5
"American Pale Lager",4.0
"American Pale Lager",3.0
"American Pale Lager",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",5.0
"Irish Dry Stout",3.5
"Irish Dry Stout",4.0
"Irish Dry Stout",4.0
"Irish Dry Stout",3.0
"Irish Dry Stout",3.5
"Irish Dry Stout",4.5
"Irish Dry Stout",3.0
"Irish Dry Stout",3.5
"Irish Dry Stout",2.0
"Irish Dry Stout",4.0
"Irish Dry Stout",3.0
"Irish Dry Stout",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",3.0
"Irish Dry Stout",3.5
"Irish Dry Stout",2.5
"Irish Dry Stout",3.0
"Irish Dry Stout",3.5
"Irish Dry Stout",4.0
"Irish Dry Stout",2.5
"Irish Dry Stout",4.0
"Irish Dry Stout",4.0
"Irish Dry Stout",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",3.5
"Irish Dry Stout",3.0
"Irish Dry Stout",2.5
"Irish Dry Stout",3.0
"Irish Dry Stout",4.0
"Irish Dry Stout",3.5
"Irish Dry Stout",3.0
"Irish Dry Stout",3.0
"Irish Dry Stout",4.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",2.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",2.5
"American Pale Ale (APA)",2.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",2.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",2.5
"American Pale Ale (APA)",2.5
"American Pale Ale (APA)",4.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",4.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.0
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",3.5
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",5.0
"American Pale Ale (APA)",4.0
"American Pale Ale (APA)",4.0
"English Brown Ale",3.5
"English Brown Ale",4.0
"English Brown Ale",4.0
"English Brown Ale",4.0
"English Brown Ale",4.0
"English Brown Ale",3.5
"English Brown Ale",3.5
"English Brown Ale",4.5
"English Brown Ale",4.0
"English Brown Ale",4.0
"English Brown Ale",3.0
"English Brown Ale",4.0
"English Brown Ale",4.0
"English Brown Ale",3.0
"English Brown Ale",3.0
"English Brown Ale",2.5
"English Brown Ale",3.0
"English Brown Ale",4.0
"English Brown Ale",3.0
"English Brown Ale",4.0
"English Brown Ale",2.5
"English Brown Ale",3.5
"English Brown Ale",2.5
"English Brown Ale",3.0
"English Brown Ale",3.5
"English Brown Ale",2.5
"English Brown Ale",2.5
"English Brown Ale",3.5
"English Brown Ale",2.0
"English Brown Ale",2.0
"English Brown Ale",3.0
"English Brown Ale",3.0
"English Brown Ale",3.5
"English Brown Ale",2.5
"English Brown Ale",2.5
"English Brown Ale",3.5
"English Brown Ale",4.0
"English Brown Ale",3.5
"English Brown Ale",3.5
"English Brown Ale",3.5
"English Brown Ale",3.0
"English Brown Ale",3.5
"English Brown Ale",3.5
"Old Ale",4.5
"Old Ale",5.0
"Euro Pale Lager",3.0
"Euro Pale Lager",3.0
"Euro Pale Lager",3.0
"Euro Pale Lager",2.5
"Euro Pale Lager",2.5
"Euro Pale Lager",2.5
"Euro Pale Lager",2.5
"Euro Pale Lager",3.0
"Euro Pale Lager",3.0
"Euro Pale Lager",3.0
"Euro Pale Lager",3.0
"Euro Pale Lager",2.5
"Euro Pale Lager",3.0
"Euro Pale Lager",4.0
"Euro Pale Lager",3.5
"Euro Strong Lager",3.0
"Euro Pale Lager",3.0
"Bock",3.5
"Bock",2.0
"Bock",3.5
"Bock",3.5
"Bock",4.0
"Bock",4.0
"Bock",4.0
"Bock",3.0
"Bock",3.0
"Bock",3.0
"Bock",2.5
"Bock",3.0
"Czech Pilsener",3.0
"Czech Pilsener",2.0
"Czech Pilsener",2.5
"Czech Pilsener",3.0
"Czech Pilsener",1.5
"Czech Pilsener",4.0
"Czech Pilsener",4.0
"Czech Pilsener",4.0
"Czech Pilsener",3.0
"Czech Pilsener",3.5
"Czech Pilsener",4.0
"Czech Pilsener",3.5
"Czech Pilsener",4.0
"Czech Pilsener",4.0
"Czech Pilsener",3.5
"Czech Pilsener",4.0
"Czech Pilsener",4.0
"Czech Pilsener",3.0
"Czech Pilsener",4.0
"Czech Pilsener",3.0
"Schwarzbier",3.0
"Schwarzbier",2.5
"Schwarzbier",4.0
"Schwarzbier",3.5
"Schwarzbier",3.5
"Schwarzbier",4.0
"Schwarzbier",3.5
"Schwarzbier",4.5
"Schwarzbier",4.0
"Schwarzbier",4.0
"Schwarzbier",4.0
"Schwarzbier",3.5
"Schwarzbier",3.5
"Czech Pilsener",3.0
"Czech Pilsener",3.5
"Czech Pilsener",3.5
"Czech Pilsener",3.0
"Czech Pilsener",3.5
"Czech Pilsener",3.5
"Doppelbock",2.0
"Czech Pilsener",2.5
"Märzen / Oktoberfest",2.0
"Märzen / Oktoberfest",2.0
"Euro Pale Lager",3.5
"German Pilsener",2.5
"American Barleywine",4.0
"Rye Beer",2.5
"Rye Beer",3.5
"Rye Beer",4.0
"Rye Beer",4.0
"Rye Beer",4.0
"Rye Beer",3.5
"Rye Beer",3.0
"Rye Beer",4.0
"American Blonde Ale",3.5
"American Blonde Ale",4.0
"American Blonde Ale",4.0
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"American Blonde Ale",4.5
"American Blonde Ale",3.0
"American IPA",4.0
"American IPA",4.0
"American IPA",4.5
"American IPA",4.5
"American IPA",3.0
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",3.0
"American Brown Ale",2.5
"American Brown Ale",3.0
"American Brown Ale",3.5
"American Brown Ale",2.0
"American Brown Ale",3.0
"American Brown Ale",2.5
"American Brown Ale",3.5
"American Brown Ale",2.0
"American Brown Ale",4.0
"American Brown Ale",3.0
"American Brown Ale",2.0
"American Brown Ale",2.0
"American Brown Ale",4.0
"American Brown Ale",2.5
"American Brown Ale",2.5
"American Brown Ale",3.0
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.0
"American Brown Ale",3.5
"American Brown Ale",2.5
"American Brown Ale",3.0
"American Brown Ale",4.0
"American Brown Ale",2.5
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.0
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",3.0
"American Brown Ale",3.5
"American Brown Ale",2.5
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",4.5
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.0
"American Brown Ale",3.0
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",2.5
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",3.5
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Brown Ale",4.0
"American Blonde Ale",2.5
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"American Blonde Ale",3.5
"American Blonde Ale",4.0
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"American Blonde Ale",3.5
"American Blonde Ale",3.5
"American Blonde Ale",3.0
"American Blonde Ale",2.0
"American Blonde Ale",2.0
"American Blonde Ale",3.0
"American Blonde Ale",3.0
"American Blonde Ale",2.5
"American Blonde Ale",2.5
"American Blonde Ale",4.0
"American Blonde Ale",3.5
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"American Blonde Ale",4.5
"American Blonde Ale",3.5
"American Blonde Ale",3.5
"American Blonde Ale",4.0
"American Blonde Ale",4.0
"American Blonde Ale",3.5
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"American Blonde Ale",3.5
"American Blonde Ale",4.0
"American Blonde Ale",4.5
"American Blonde Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.5
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",2.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.0
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",4.5
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",4.5
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",2.0
"English Pale Ale",3.0
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",3.0
"English Pale Ale",2.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.5
"English Pale Ale",3.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",1.5
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",2.5
"English Pale Ale",3.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.5
"English Pale Ale",3.5
"English Pale Ale",2.5
"English Pale Ale",3.5
"English Pale Ale",2.5
"English Pale Ale",3.0
"English Pale Ale",4.5
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",2.5
"English Pale Ale",4.5
"English Pale Ale",3.0
"English Pale Ale",2.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.0
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",3.5
"English Pale Ale",4.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",3.5
"English Pale Ale",4.0
"English Pale Ale",3.0
"English Pale Ale",4.0
"Irish Dry Stout",4.0
"American Pale Wheat Ale",3.5
"Light Lager",2.0
"Light Lager",3.0
"American Barleywine",3.5
"American Barleywine",4.5
"American Barleywine",3.5
"American Barleywine",4.0
"American Barleywine",3.5
"American Barleywine",3.5
"American Barleywine",3.5
"American Barleywine",4.0
"American Barleywine",4.5
"American Barleywine",4.5
"American Barleywine",3.0
"American Barleywine",4.5
"American Barleywine",4.5
"American Barleywine",4.0
"American Barleywine",4.0
"American Barleywine",3.5
"American Barleywine",3.0
"American Barleywine",2.0
"American Barleywine",4.0
"American Barleywine",4.0
"American Barleywine",2.0
"American Barleywine",2.0
"American Barleywine",4.5
"American Barleywine",3.5
"American Barleywine",4.0
"American Barleywine",4.5
"American Barleywine",3.0
"American Barleywine",4.0
"American Barleywine",4.0
"American Barleywine",4.0
"American Barleywine",4.5
"American Barleywine",4.0
"American Barleywine",5.0
"American Barleywine",4.0
"American Barleywine",4.0
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",4.5
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",2.5
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",4.0
"American Double / Imperial Stout",3.5
"American Double / Imperial Stout",4.5
"American Double / Imperial Stout",4.5
"American Double / Imperial Stout",4.0
"American Double / Imperial Stout",4.5
"American Double / Imperial Stout",4.0
"American Double / Imperial Stout",4.0
"Belgian Strong Dark Ale",3.5
"American Barleywine",4.0
"American Blonde Ale",3.0
"American Blonde Ale",3.5
"Euro Pale Lager",3.0
"Low Alcohol Beer",3.5
"English Pale Ale",4.0
"English Pale Ale",4.0
"English Pale Ale",2.5
"English Pale Ale",3.0
"Smoked Beer",4.0
"English Strong Ale",3.5
"English Stout",4.0
"English Stout",3.5
"English Stout",3.5
"English Stout",3.5
"Belgian Pale Ale",3.0
"Belgian Strong Dark Ale",2.5
"Rauchbier",3.0
"Rauchbier",4.0
"Rauchbier",4.0
"Rauchbier",3.5
"Rauchbier",3.5
"Low Alcohol Beer",3.5
"Euro Pale Lager",3.0
"Euro Pale Lager",2.5
"American Amber / Red Ale",3.0
"American Amber / Red Ale",2.5
"American Amber / Red Ale",2.5
"American Amber / Red Ale",2.5
"American Amber / Red Ale",2.0
"American Amber / Red Ale",3.5
"American Amber / Red Ale",3.0
